27,12,62,4,10,55,20,11,52,5669.27
27,12,62,4,10,55,20,11,52,23.820999999999998
27,12,62,4,10,55,20,11,52,23.91
27,12,63,4,10,66,20,11,53,3930.184
27,12,63,4,10,66,20,11,53,5464.499
27,12,63,4,10,66,20,11,53,24.54
27,12,56,4,10,65,20,11,52,19.278
27,12,56,4,10,65,20,11,52,5704.441
27,12,56,4,10,65,20,11,52,25.814
44,11,55,4,10,66,20,11,53,18.987000000000002
44,11,55,4,10,66,20,11,53,5917.398999999999
44,11,55,4,10,66,20,11,53,24.549999999999997
44,11,56,20,12,65,20,11,53,17.746000000000002
44,11,56,20,12,65,20,11,53,5849.832
44,11,56,20,12,65,20,11,53,24.209
44,11,55,20,12,66,4,10,52,18.426000000000002
44,11,55,20,12,66,4,10,52,5774.8679999999995
44,11,55,20,12,66,4,10,52,24.941000000000003
44,11,54,20,12,65,4,10,53,17.45
44,11,54,20,12,65,4,10,53,5751.162
44,11,54,20,12,65,4,10,53,22.945
44,11,54,20,12,65,4,10,54,18.307
44,11,54,20,12,65,4,10,54,5727.438
44,11,54,20,12,65,4,10,54,43.149
44,11,55,20,12,65,4,10,53,17.781000000000002
44,11,55,20,12,65,4,10,53,5850.728
44,11,55,20,12,65,4,10,53,25.482000000000003
44,11,55,20,12,66,4,10,52,19.111
44,11,55,20,12,66,4,10,52,5805.264
44,11,55,20,12,66,4,10,52,23.743
44,11,54,20,12,65,4,10,53,19.567999999999998
44,11,54,20,12,65,4,10,53,5723.114
44,11,54,20,12,65,4,10,53,23.819
4,11,55,20,12,65,4,10,54,17.56
4,11,55,20,12,65,4,10,54,5741.017
4,11,55,20,12,65,4,10,54,23.641
4,11,55,20,12,66,4,10,52,25.228
4,11,55,20,12,66,4,10,52,5773.6900000000005
4,11,55,20,12,66,4,10,52,23.730999999999998
4,11,55,49,12,67,4,10,52,24.518
4,11,55,49,12,67,4,10,52,5782.99
4,11,55,49,12,67,4,10,52,25.136
4,11,55,49,12,66,4,10,52,19.273
4,11,55,49,12,66,4,10,52,5925.003000000001
4,11,55,49,12,66,4,10,52,24.04
4,11,56,49,12,65,4,10,53,22.796
4,11,56,49,12,65,4,10,53,5926.873
