4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283121667,51.335546667,0
4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283121667,51.335546667,1
4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283121667,51.335546667,2
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283108333,51.335713333,0
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283108333,51.335713333,1
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283108333,51.335713333,2
4,10,11,51,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.2831,51.335916667,0
4,10,11,51,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.2831,51.335916667,1
4,10,11,51,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.2831,51.335916667,2
4,10,11,47,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283103333,51.33615,0
4,10,11,47,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283103333,51.33615,1
4,10,11,47,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283103333,51.33615,2
4,10,11,48,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283125,51.336398333,0
4,10,11,48,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283125,51.336398333,1
4,10,11,48,51.210593333,4.466575,5,10,11,58,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283125,51.336398333,2
4,10,11,46,51.210593333,4.466575,5,10,11,57,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283165,51.336656667,0
4,10,11,46,51.210593333,4.466575,5,10,11,57,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283165,51.336656667,1
4,10,11,46,51.210593333,4.466575,5,10,11,57,51.215208333,4.45059,5,17,9.3,60,51.21128,4.472601667,4.283165,51.336656667,2
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283221667,51.336891667,0
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283221667,51.336891667,1
4,10,11,50,51.210593333,4.466575,5,10,11,59,51.215208333,4.45059,5,17,9.3,61,51.21128,4.472601667,4.283221667,51.336891667,2
4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215206667,4.450588333,5,17,9.3,59,51.21128,4.472601667,4.283276667,51.337093333,0
4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215206667,4.450588333,5,17,9.3,59,51.21128,4.472601667,4.283276667,51.337093333,1
4,10,11,49,51.210593333,4.466575,5,10,11,58,51.215206667,4.450588333,5,17,9.3,59,51.21128,4.472601667,4.283276667,51.337093333,2
