4,12,11,63,4,12,11,54,49,13,11,52,0
4,12,11,63,4,12,11,54,49,13,11,52,1
4,12,11,63,4,12,11,54,49,13,11,52,2
4,12,11,64,4,12,11,56,49,13,11,53,0
4,12,11,64,4,12,11,56,49,13,11,53,1
4,12,11,64,4,12,11,56,49,13,11,53,2
4,12,11,64,4,12,11,54,49,13,11,53,0
4,12,11,64,4,12,11,54,49,13,11,53,1
4,12,11,64,4,12,11,54,49,13,11,53,2
31,13,11,63,4,12,11,53,49,13,11,53,0
31,13,11,63,4,12,11,53,49,13,11,53,1
31,13,11,63,4,12,11,53,49,13,11,53,2
31,13,11,64,4,12,11,55,49,13,11,53,0
31,13,11,64,4,12,11,55,49,13,11,53,1
31,13,11,64,4,12,11,55,49,13,11,53,2
31,13,11,63,4,12,11,52,10,12,11,52,0
31,13,11,63,4,12,11,52,10,12,11,52,1
31,13,11,63,4,12,11,52,10,12,11,52,2
31,13,11,64,4,12,11,51,10,12,11,54,0
31,13,11,64,4,12,11,51,10,12,11,54,1
31,13,11,64,4,12,11,51,10,12,11,54,2
31,13,11,64,4,12,11,53,10,12,11,53,0
31,13,11,64,4,12,11,53,10,12,11,53,1
31,13,11,64,4,12,11,53,10,12,11,53,2
31,13,11,64,4,12,11,55,10,12,11,64,0
31,13,11,64,4,12,11,55,10,12,11,64,1
31,13,11,64,4,12,11,55,10,12,11,64,2
31,13,11,55,4,12,11,55,10,12,11,64,0
31,13,11,55,4,12,11,55,10,12,11,64,1
31,13,11,55,4,12,11,55,10,12,11,64,2
31,13,11,55,4,12,11,53,10,12,11,63,0
31,13,11,55,4,12,11,53,10,12,11,63,1
31,13,11,55,4,12,11,53,10,12,11,63,2
40,12,11,55,4,12,11,51,10,12,11,63,0
40,12,11,55,4,12,11,51,10,12,11,63,1
40,12,11,55,4,12,11,51,10,12,11,63,2
40,12,11,54,4,12,11,55,10,12,11,64,0
40,12,11,54,4,12,11,55,10,12,11,64,1
40,12,11,54,4,12,11,55,10,12,11,64,2
40,12,11,54,4,12,11,56,29,13,11,62,0
40,12,11,54,4,12,11,56,29,13,11,62,1
40,12,11,54,4,12,11,56,29,13,11,62,2
40,12,11,54,4,12,11,53,29,13,11,63,0
40,12,11,54,4,12,11,53,29,13,11,63,1
40,12,11,54,4,12,11,53,29,13,11,63,2
40,12,11,55,4,12,11,54,29,13,11,63,0
40,12,11,55,4,12,11,54,29,13,11,63,1
40,12,11,55,4,12,11,54,29,13,11,63,2
40,12,11,55,4,12,11,55,29,13,11,63,0
40,12,11,55,4,12,11,55,29,13,11,63,1
40,12,11,55,4,12,11,55,29,13,11,63,2
40,12,11,55,4,12,11,53,29,13,11,63,0
40,12,11,55,4,12,11,53,29,13,11,63,1
40,12,11,55,4,12,11,53,29,13,11,63,2
40,12,11,54,4,12,11,52,29,13,11,64,0
40,12,11,54,4,12,11,52,29,13,11,64,1
40,12,11,54,4,12,11,52,29,13,11,64,2
40,12,11,63,4,12,11,54,29,13,11,62,0
40,12,11,63,4,12,11,54,29,13,11,62,1
40,12,11,63,4,12,11,54,29,13,11,62,2
4,12,11,63,4,12,11,54,29,13,11,52,0
4,12,11,63,4,12,11,54,29,13,11,52,1
4,12,11,63,4,12,11,54,29,13,11,52,2
4,12,11,63,4,12,11,50,29,13,11,54,0
4,12,11,63,4,12,11,50,29,13,11,54,1
4,12,11,63,4,12,11,50,29,13,11,54,2
4,12,11,63,4,12,11,52,46,13,11,54,0
4,12,11,63,4,12,11,52,46,13,11,54,1
4,12,11,63,4,12,11,52,46,13,11,54,2
4,12,11,63,4,12,11,55,46,13,11,53,0
4,12,11,63,4,12,11,55,46,13,11,53,1
4,12,11,63,4,12,11,55,46,13,11,53,2
4,12,11,64,4,12,11,54,46,13,11,54,0
4,12,11,64,4,12,11,54,46,13,11,54,1
4,12,11,64,4,12,11,54,46,13,11,54,2
4,12,11,63,4,12,11,52,46,13,11,53,0
4,12,11,63,4,12,11,52,46,13,11,53,1
4,12,11,63,4,12,11,52,46,13,11,53,2
4,12,11,63,4,12,11,53,46,13,11,52,0
4,12,11,63,4,12,11,53,46,13,11,52,1
4,12,11,63,4,12,11,53,46,13,11,52,2
4,12,11,63,4,12,11,55,46,13,11,53,0
4,12,11,63,4,12,11,55,46,13,11,53,1
4,12,11,63,4,12,11,55,46,13,11,53,2
4,12,11,63,4,12,11,54,46,13,11,51,0
4,12,11,63,4,12,11,54,46,13,11,51,1
4,12,11,63,4,12,11,54,46,13,11,51,2
48,13,11,63,4,12,11,52,46,13,11,53,0
48,13,11,63,4,12,11,52,46,13,11,53,1
48,13,11,63,4,12,11,52,46,13,11,53,2
48,13,11,63,4,12,11,54,46,13,11,52,0
48,13,11,63,4,12,11,54,46,13,11,52,1
48,13,11,63,4,12,11,54,46,13,11,52,2
48,13,11,63,5,12,11,54,4,12,11,63,0
48,13,11,63,5,12,11,54,4,12,11,63,1
48,13,11,63,5,12,11,54,4,12,11,63,2
48,13,11,55,5,12,11,54,4,12,11,63,0
48,13,11,55,5,12,11,54,4,12,11,63,1
48,13,11,55,5,12,11,54,4,12,11,63,2
48,13,11,55,5,12,11,53,4,12,11,63,0
48,13,11,55,5,12,11,53,4,12,11,63,1
48,13,11,55,5,12,11,53,4,12,11,63,2
48,13,11,54,5,12,11,56,4,12,11,62,0
48,13,11,54,5,12,11,56,4,12,11,62,1
48,13,11,54,5,12,11,56,4,12,11,62,2
48,13,11,55,5,12,11,53,4,12,11,63,0
48,13,11,55,5,12,11,53,4,12,11,63,1
48,13,11,55,5,12,11,53,4,12,11,63,2
48,13,11,55,5,12,11,54,4,12,11,63,0
48,13,11,55,5,12,11,54,4,12,11,63,1
48,13,11,55,5,12,11,54,4,12,11,63,2
23,12,11,54,5,12,11,54,4,12,11,63,0
23,12,11,54,5,12,11,54,4,12,11,63,1
23,12,11,54,5,12,11,54,4,12,11,63,2
23,12,11,55,5,12,11,56,4,12,11,63,0
23,12,11,55,5,12,11,56,4,12,11,63,1
23,12,11,55,5,12,11,56,4,12,11,63,2
23,12,11,53,4,12,11,54,42,13,11,63,0
23,12,11,53,4,12,11,54,42,13,11,63,1
23,12,11,53,4,12,11,54,42,13,11,63,2
23,12,11,54,4,12,11,54,42,13,11,63,0
23,12,11,54,4,12,11,54,42,13,11,63,1
23,12,11,54,4,12,11,54,42,13,11,63,2
23,12,11,53,4,12,11,59,42,13,11,63,0
23,12,11,53,4,12,11,59,42,13,11,63,1
23,12,11,53,4,12,11,59,42,13,11,63,2
23,12,11,54,4,12,11,54,42,13,11,63,0
23,12,11,54,4,12,11,54,42,13,11,63,1
23,12,11,54,4,12,11,54,42,13,11,63,2
23,12,11,53,4,12,11,56,42,13,11,63,0
23,12,11,53,4,12,11,56,42,13,11,63,1
23,12,11,53,4,12,11,56,42,13,11,63,2
23,12,11,54,4,12,11,56,42,13,11,63,0
23,12,11,54,4,12,11,56,42,13,11,63,1
23,12,11,54,4,12,11,56,42,13,11,63,2
4,12,11,54,4,12,11,53,42,13,11,63,0
4,12,11,54,4,12,11,53,42,13,11,63,1
4,12,11,54,4,12,11,53,42,13,11,63,2
4,12,11,54,4,12,11,54,42,13,11,63,0
4,12,11,54,4,12,11,54,42,13,11,63,1
4,12,11,54,4,12,11,54,42,13,11,63,2
4,12,11,55,4,12,11,53,42,13,11,62,0
4,12,11,55,4,12,11,53,42,13,11,62,1
4,12,11,55,4,12,11,53,42,13,11,62,2
4,12,11,54,4,12,11,55,49,13,11,62,0
4,12,11,54,4,12,11,55,49,13,11,62,1
4,12,11,54,4,12,11,55,49,13,11,62,2
4,12,11,55,4,12,11,55,49,13,11,63,0
4,12,11,55,4,12,11,55,49,13,11,63,1
4,12,11,55,4,12,11,55,49,13,11,63,2
4,12,11,53,4,12,11,55,49,13,11,63,0
4,12,11,53,4,12,11,55,49,13,11,63,1
4,12,11,53,4,12,11,55,49,13,11,63,2
4,12,11,54,4,12,11,54,49,13,11,62,0
4,12,11,54,4,12,11,54,49,13,11,62,1
4,12,11,54,4,12,11,54,49,13,11,62,2
4,12,11,54,4,12,11,54,49,13,11,63,0
4,12,11,54,4,12,11,54,49,13,11,63,1
4,12,11,54,4,12,11,54,49,13,11,63,2
4,12,11,54,4,12,11,55,49,13,11,62,0
4,12,11,54,4,12,11,55,49,13,11,62,1
4,12,11,54,4,12,11,55,49,13,11,62,2
5,12,11,65,4,12,11,53,49,13,11,62,0
5,12,11,65,4,12,11,53,49,13,11,62,1
5,12,11,65,4,12,11,53,49,13,11,62,2
5,12,11,64,4,12,11,54,49,13,11,53,0
5,12,11,64,4,12,11,54,49,13,11,53,1
5,12,11,64,4,12,11,54,49,13,11,53,2
5,12,11,63,4,12,11,55,49,13,11,53,0
5,12,11,63,4,12,11,55,49,13,11,53,1
5,12,11,63,4,12,11,55,49,13,11,53,2
5,12,11,64,4,12,11,54,43,13,11,54,0
5,12,11,64,4,12,11,54,43,13,11,54,1
5,12,11,64,4,12,11,54,43,13,11,54,2
5,12,11,63,4,12,11,55,43,13,11,52,0
5,12,11,63,4,12,11,55,43,13,11,52,1
5,12,11,63,4,12,11,55,43,13,11,52,2
5,12,11,63,4,12,11,54,43,13,11,52,0
5,12,11,63,4,12,11,54,43,13,11,52,1
5,12,11,63,4,12,11,54,43,13,11,52,2
5,12,11,63,4,12,11,53,43,13,11,53,0
5,12,11,63,4,12,11,53,43,13,11,53,1
5,12,11,63,4,12,11,53,43,13,11,53,2
5,12,11,63,4,12,11,55,43,13,11,53,0
5,12,11,63,4,12,11,55,43,13,11,53,1
5,12,11,63,4,12,11,55,43,13,11,53,2
5,12,11,64,4,12,11,55,43,13,11,51,0
5,12,11,64,4,12,11,55,43,13,11,51,1
5,12,11,64,4,12,11,55,43,13,11,51,2
49,13,11,63,4,12,11,55,43,13,11,52,0
49,13,11,63,4,12,11,55,43,13,11,52,1
49,13,11,63,4,12,11,55,43,13,11,52,2
49,13,11,63,4,12,11,54,43,13,11,52,0
49,13,11,63,4,12,11,54,43,13,11,52,1
49,13,11,63,4,12,11,54,43,13,11,52,2
49,13,11,65,4,12,11,56,4,12,11,51,0
49,13,11,65,4,12,11,56,4,12,11,51,1
49,13,11,65,4,12,11,56,4,12,11,51,2
49,13,11,63,4,12,11,55,4,12,11,52,0
49,13,11,63,4,12,11,55,4,12,11,52,1
49,13,11,63,4,12,11,55,4,12,11,52,2
49,13,11,64,4,12,11,53,4,12,11,52,0
49,13,11,64,4,12,11,53,4,12,11,52,1
49,13,11,64,4,12,11,53,4,12,11,52,2
